
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002198                       # Number of seconds simulated (Second)
simTicks                                   2197871000                       # Number of ticks simulated (Tick)
finalTick                                  2197871000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     22.58                       # Real time elapsed on the host (Second)
hostTickRate                                 97354185                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8563052                       # Number of bytes of host memory used (Byte)
simInsts                                      2289721                       # Number of instructions simulated (Count)
simOps                                        3954642                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   101422                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     175168                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          2197872                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         5059995                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     4142                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        4631448                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1956                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1109470                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           2568004                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  24                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2145515                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.158665                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.321168                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::SimdReduceAlu                0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceCmp                0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceAdd            0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceCmp            0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAes                      0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAesMix                   0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash                 0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash2                0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash               0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash2              0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma2                0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma3                0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdPredAlu                  0      0.00%     73.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemRead                   9428     15.29%     88.96% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemWrite                  6421     10.41%     99.37% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemRead               204      0.33%     99.70% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemWrite              183      0.30%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statIssuedInstType_0::No_OpClass        17407      0.38%      0.38% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntAlu       3631364     78.41%     78.78% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntMult          662      0.01%     78.80% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntDiv         37131      0.80%     79.60% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatAdd         8469      0.18%     79.78% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCmp            0      0.00%     79.78% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCvt          218      0.00%     79.79% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMult         4000      0.09%     79.87% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMultAcc            0      0.00%     79.87% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatDiv            0      0.00%     79.87% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMisc            0      0.00%     79.87% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatSqrt            0      0.00%     79.87% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAdd         6964      0.15%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAddAcc            0      0.00%     80.02% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAlu        24902      0.54%     80.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCmp            8      0.00%     80.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCvt        14679      0.32%     80.88% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMisc        17125      0.37%     81.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMult            0      0.00%     81.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMultAcc            0      0.00%     81.25% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShift          889      0.02%     81.27% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShiftAcc            0      0.00%     81.27% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdDiv            0      0.00%     81.27% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSqrt            0      0.00%     81.27% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAdd         6003      0.13%     81.40% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAlu            0      0.00%     81.40% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCmp            0      0.00%     81.40% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCvt         6002      0.13%     81.53% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatDiv         2007      0.04%     81.57% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMisc            0      0.00%     81.57% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMult         4001      0.09%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAdd            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAlu            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceCmp            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAes            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAesMix            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma2            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma3            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdPredAlu            0      0.00%     81.66% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemRead       581786     12.56%     94.22% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemWrite       212079      4.58%     98.80% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead        35638      0.77%     99.57% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite        20114      0.43%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total        4631448                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         2.107242                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                               61659                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.013313                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                 11146197                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites                 5981769                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses         4420031                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                    325829                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                   191932                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses           159798                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                     4512115                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                       163585                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                           4599425                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                        609057                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                     32023                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                             838734                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                         399749                       # Number of branches executed (Count)
system.cpu.numStoreInsts                       229677                       # Number of stores executed (Count)
system.cpu.numRate                           2.092672                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                             969                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                           52357                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                     2289721                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                       3954642                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.959886                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.959886                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.041790                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.041790                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                    6187297                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                   3550252                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                      231737                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                     130944                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                     2467756                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                    2090570                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                   1692756                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                     8117                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads         653541                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores        253710                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads        35770                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores        17665                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                  506014                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted            444774                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect             15328                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups               275370                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                  273356                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.992686                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                   13663                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                  9                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups            5661                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits               3946                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses             1715                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted          491                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts         1105834                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls            4118                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts             14963                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples      1998397                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.978907                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.632929                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0          926416     46.36%     46.36% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1          304197     15.22%     61.58% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2          108447      5.43%     67.01% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3          259563     12.99%     80.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4           42472      2.13%     82.12% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5          102020      5.11%     87.23% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6           23977      1.20%     88.43% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7           19428      0.97%     89.40% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8          211877     10.60%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total      1998397                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted              2289721                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted                3954642                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                      711736                       # Number of memory references committed (Count)
system.cpu.commit.loads                        515906                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                     363579                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                     148542                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                     3841699                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls                 11676                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass        13243      0.33%      0.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu      3106869     78.56%     78.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult          652      0.02%     78.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv        34863      0.88%     79.80% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd         6792      0.17%     79.97% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     79.97% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt          208      0.01%     79.97% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult         4000      0.10%     80.07% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     80.07% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     80.07% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     80.07% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     80.07% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd         6434      0.16%     80.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     80.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu        23023      0.58%     80.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            6      0.00%     80.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt        13052      0.33%     81.15% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc        15419      0.39%     81.54% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     81.54% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     81.54% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift          345      0.01%     81.55% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     81.55% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     81.55% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     81.55% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd         6000      0.15%     81.70% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     81.70% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     81.70% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt         6000      0.15%     81.85% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv         2000      0.05%     81.90% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     81.90% # Class of committed instruction (Count)
